source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
BongThom,Backend Developer,Cellcard,Phnom Penh,Full-time,Technology & It,589,5476,3032.5,4887,USD,1,bachelor,api development; linux,"We are looking for a talented Backend Developer to join our team at Cellcard. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: api development, linux. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Bank Teller,Aba Bank,Kandal,Full-time,Banking & Finance,,,,,,3,bachelor,khmer; risk management; credit analysis; bloomberg; sql,"We are looking for a talented Bank Teller to join our team at ABA Bank. The candidate will be responsible for contributing to our banking & finance operations in Kandal. Required skills include: khmer, risk management, credit analysis. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Product Promoter,Chip Mong Retail,Sihanoukville,Contract,Retail & Sales,,,,,,0,bachelor,pos system; target driven; ms office; negotiation; sales; customer service,"We are looking for a talented Product Promoter to join our team at Chip Mong Retail. The candidate will be responsible for contributing to our retail & sales operations in Sihanoukville. Required skills include: pos system, target driven, ms office. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Video Editor,Ctn Tv,Phnom Penh,Part-time,Media & Marketing,216,2383,1299.5,2167,USD,3,none,photoshop; english,"We are looking for a talented Video Editor to join our team at CTN TV. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: photoshop, english. Minimum 3 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Software Developer,Smart Axiata,Battambang,Full-time,Technology & It,632,7174,3903,6542,USD,2,bachelor,node.js; javascript; api development; mysql,"We are looking for a talented Software Developer to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Battambang. Required skills include: node.js, javascript, api development. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Fire Safety Officer,G4S Cambodia,Phnom Penh,Full-time,Security & Safety,100,426,263,326,USD,0,none,first aid; communication; khmer; physical fitness; cctv; security training; integrity,"We are looking for a talented Fire Safety Officer to join our team at G4S Cambodia. The candidate will be responsible for contributing to our security & safety operations in Phnom Penh. Required skills include: first aid, communication, khmer. No experience required — training provided. Education: None degree or equivalent preferred."
Khmer24,Qa Engineer,Smart Axiata,Siem Reap,Full-time,Technology & It,773,10681,5727,9908,USD,5,bachelor,aws; node.js; javascript; docker; flutter; linux,"We are looking for a talented QA Engineer to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: aws, node.js, javascript. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Product Promoter,Major Cineplex,Phnom Penh,Full-time,Retail & Sales,226,1958,1092,1732,USD,1,master,sales; ms office; target driven; khmer; english,"We are looking for a talented Product Promoter to join our team at Major Cineplex. The candidate will be responsible for contributing to our retail & sales operations in Phnom Penh. Required skills include: sales, ms office, target driven. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Early Childhood Educator,Ace Cambodia,Preah Vihear,Internship,Education & Training,229,1725,977,1496,USD,0,high school,curriculum design; ms office; classroom management,"We are looking for a talented Early Childhood Educator to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Preah Vihear. This is an internship opportunity suitable for fresh graduates. Required skills include: curriculum design, ms office, classroom management. No experience required — training provided. Education: High School degree or equivalent preferred."
BongThom,Financial Analyst,Canadia Bank,Kandal,Contract,Banking & Finance,423,5059,2741,4636,USD,0,master,excel; financial modeling; khmer; sql; credit analysis,"We are looking for a talented Financial Analyst to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Kandal. Required skills include: excel, financial modeling, khmer. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Project Manager,Canadia Tower,Battambang,Contract,Construction & Engineering,534.39,6620.49,3577.44,6086.1,USD,0,master,civil 3d; safety management,"We are looking for a talented Project Manager to join our team at Canadia Tower. The candidate will be responsible for contributing to our construction & engineering operations in Battambang. Required skills include: civil 3d, safety management. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Agricultural Officer,Rma Cambodia,Phnom Penh,Part-time,Agriculture & Farming,233,1045,639,812,USD,2,high school,physical fitness; khmer; teamwork; pest control; gis; field work; agribusiness,"We are looking for a talented Agricultural Officer to join our team at RMA Cambodia. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: physical fitness, khmer, teamwork. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Risk Officer,Phillip Bank,Siem Reap,Full-time,Banking & Finance,514,6031,3272.5,5517,USD,2,master,financial modeling; risk management; english; excel; khmer; customer service; loan processing,"We are looking for a talented Risk Officer to join our team at Phillip Bank. The candidate will be responsible for contributing to our banking & finance operations in Siem Reap. Required skills include: financial modeling, risk management, english. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Senior Accountant,Kpmg Cambodia,Phnom Penh,Full-time,Accounting & Audit,267.32,4957.8,2612.56,4690.48,USD,0,bachelor,khmer; financial reporting; english,"We are looking for a talented Senior Accountant to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: khmer, financial reporting, english. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Sewing Machine Operator,Everest Textile,Phnom Penh,Full-time,Garment & Textile,170,633,401.5,463,USD,1,bachelor,machine operation; production planning; khmer; quality inspection; teamwork; pattern making,"We are looking for a talented Sewing Machine Operator to join our team at Everest Textile. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: machine operation, production planning, khmer. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Data Analyst,Sabay Digital,Siem Reap,Freelance,Technology & It,529,7058,3793.5,6529,USD,0,master,react; aws; mysql,"We are looking for a talented Data Analyst to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: react, aws, mysql. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,Frontend Developer,Digital Jungle,Remote,Internship,Technology & It,479,5350,2914.5,4871,USD,0,bachelor,linux; flutter; react; aws,"We are looking for a talented Frontend Developer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: linux, flutter, react. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Software Developer,Cellcard,Remote,Contract,Technology & It,644,13013,6828.5,12369,USD,5,master,linux; sql; mongodb; java,"We are looking for a talented Software Developer to join our team at Cellcard. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: linux, sql, mongodb. Minimum 5 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Video Editor,Bayon Tv,Kampong Cham,Internship,Media & Marketing,227,2989,1608,2762,USD,0,master,illustrator; content writing; photoshop; seo,"We are looking for a talented Video Editor to join our team at Bayon TV. The candidate will be responsible for contributing to our media & marketing operations in Kampong Cham. This is an internship opportunity suitable for fresh graduates. Required skills include: illustrator, content writing, photoshop. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,Cashier,Major Cineplex,Phnom Penh,Full-time,Retail & Sales,344,3467,1905.5,3123,USD,3,master,sales; khmer; product knowledge; customer service; communication; pos system,"We are looking for a talented Cashier to join our team at Major Cineplex. The candidate will be responsible for contributing to our retail & sales operations in Phnom Penh. Required skills include: sales, khmer, product knowledge. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Medical Doctor,Khema International,Phnom Penh,Full-time,Healthcare,313,7436,3874.5,7123,USD,2,bachelor,clinical assessment; empathy; english,"We are looking for a talented Medical Doctor to join our team at Khema International. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: clinical assessment, empathy, english. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Data Analyst,Smart Axiata,Remote,Part-time,Technology & It,811.46,8902.93,4857.195,8091.47,USD,6,bachelor,flutter; linux; mysql,"We are looking for a talented Data Analyst to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: flutter, linux, mysql. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Qa Engineer,Cellcard,Phnom Penh,Full-time,Technology & It,658,7802,4230,7144,USD,1,master,sql; php; aws; linux,"We are looking for a talented QA Engineer to join our team at Cellcard. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: sql, php, aws. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Project Manager,Save The Children,Phnom Penh,Freelance,Ngo & Development,452,4531,2491.5,4079,USD,0,bachelor,ms office; data collection; khmer; community engagement; donor relations,"We are looking for a talented Project Manager to join our team at Save the Children. The candidate will be responsible for contributing to our ngo & development operations in Phnom Penh. Required skills include: ms office, data collection, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Hr Manager,Manpowergroup,Battambang,Full-time,Human Resources,,,,,,0,master,ms office; english; conflict resolution; recruitment,"We are looking for a talented HR Manager to join our team at ManpowerGroup. The candidate will be responsible for contributing to our human resources operations in Battambang. Required skills include: ms office, english, conflict resolution. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Site Engineer,Bkk Group,Phnom Penh,Part-time,Construction & Engineering,432,6427,3429.5,5995,USD,3,master,structural analysis; civil 3d; negotiation; safety management; english; autocad; surveying,"We are looking for a talented Site Engineer to join our team at BKK Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: structural analysis, civil 3d, negotiation. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Medical Receptionist,Tropical & Travellers,Phnom Penh,Contract,Healthcare,271,4228,2249.5,3957,USD,0,bachelor,communication; medical terminology; clinical assessment; khmer; patient care; emr systems; empathy,"We are looking for a talented Medical Receptionist to join our team at Tropical & Travellers. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: communication, medical terminology, clinical assessment. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Livestock Officer,Rma Cambodia,Phnom Penh,Full-time,Agriculture & Farming,323,1351,837,1028,USD,2,master,pest control; khmer; report writing,"We are looking for a talented Livestock Officer to join our team at RMA Cambodia. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: pest control, khmer, report writing. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Tour Guide,Amansara,Kandal,Contract,Hospitality & Tourism,350.49,2753.41,1551.95,2402.92,USD,4,high school,event management; english,"We are looking for a talented Tour Guide to join our team at Amansara. The candidate will be responsible for contributing to our hospitality & tourism operations in Kandal. Required skills include: event management, english. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Financial Analyst,Acleda Bank,Takeo,Contract,Banking & Finance,,,,,,1,master,sql; credit analysis; risk management; bloomberg,"We are looking for a talented Financial Analyst to join our team at ACLEDA Bank. The candidate will be responsible for contributing to our banking & finance operations in Takeo. Required skills include: sql, credit analysis, risk management. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Ui/Ux Designer,Digital Jungle,Battambang,Internship,Technology & It,513.9,9219.27,4866.585,8705.37,USD,0,PhD,mysql; linux; git; api development; java; react; aws; javascript,"We are looking for a talented UI/UX Designer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: mysql, linux, git. No experience required — training provided. Education: Phd degree or equivalent preferred."
CamHR,Delivery Staff,Viva Restaurant,Phnom Penh,Full-time,Food & Beverage,144.88,956.1,550.49,811.22,USD,7,none,food safety; customer service; kitchen management; english; pos; hygiene,"We are looking for a talented Delivery Staff to join our team at Viva Restaurant. The candidate will be responsible for contributing to our food & beverage operations in Phnom Penh. Required skills include: food safety, customer service, kitchen management. Minimum 7 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Livestock Officer,Tonle Sap Agri,Phnom Penh,Full-time,Agriculture & Farming,306,2080,1193,1774,USD,2,master,agribusiness; irrigation,"We are looking for a talented Livestock Officer to join our team at Tonle Sap Agri. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: agribusiness, irrigation. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Khmer Teacher,Rupp,Phnom Penh,Full-time,Education & Training,326.34,3345.37,1835.855,3019.03,USD,0,bachelor,e-learning; khmer; classroom management; reporting; communication; curriculum design,"We are looking for a talented Khmer Teacher to join our team at RUPP. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: e-learning, khmer, classroom management. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Pr Officer,Phnom Penh Post,Phnom Penh,Contract,Media & Marketing,297,3203,1750,2906,USD,2,bachelor,canva; illustrator; english; facebook ads; google ads; content writing; analytics; video editing,"We are looking for a talented PR Officer to join our team at Phnom Penh Post. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: canva, illustrator, english. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Loan Officer,Aba Bank,Siem Reap,Full-time,Banking & Finance,433,4264,2348.5,3831,USD,3,bachelor,english; loan processing; risk management; credit analysis; sql; customer service; bloomberg; khmer,"We are looking for a talented Loan Officer to join our team at ABA Bank. The candidate will be responsible for contributing to our banking & finance operations in Siem Reap. Required skills include: english, loan processing, risk management. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Process Engineer,Successmore,Phnom Penh,Part-time,Manufacturing,225,1304,764.5,1079,USD,5,PhD,report writing; safety; lean manufacturing,"We are looking for a talented Process Engineer to join our team at Successmore. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: report writing, safety, lean manufacturing. Minimum 5 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Academic Coordinator,Pannasastra University,Siem Reap,Full-time,Education & Training,358,3364,1861,3006,USD,3,bachelor,ms office; communication; e-learning; reporting; curriculum design,"We are looking for a talented Academic Coordinator to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Siem Reap. Required skills include: ms office, communication, e-learning. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Copywriter,Bayon Tv,Phnom Penh,Full-time,Media & Marketing,295,2609,1452,2314,USD,1,high school,content writing; analytics; video editing; facebook ads; photoshop,"We are looking for a talented Copywriter to join our team at Bayon TV. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: content writing, analytics, video editing. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
CamHR,Housekeeping Supervisor,Shinta Mani,Phnom Penh,Internship,Hospitality & Tourism,,,,,,0,master,communication; f&b service; hotel management; customer service; opera pms; chinese,"We are looking for a talented Housekeeping Supervisor to join our team at Shinta Mani. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: communication, f&b service, hotel management. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Hr Generalist,Peoplelink,Phnom Penh,Full-time,Human Resources,320,2615,1467.5,2295,USD,0,master,training; ms office; english; hris; payroll; recruitment,"We are looking for a talented HR Generalist to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Phnom Penh. Required skills include: training, ms office, english. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Training Facilitator,Camed Business School,Phnom Penh,Full-time,Education & Training,349.27,2438.05,1393.66,2088.78,USD,2,bachelor,classroom management; communication; ms office; curriculum design; patience,"We are looking for a talented Training Facilitator to join our team at CamEd Business School. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: classroom management, communication, ms office. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Events Coordinator,Sofitel Phnom Penh,Siem Reap,Full-time,Hospitality & Tourism,297,3038,1667.5,2741,USD,1,high school,khmer; hotel management; teamwork,"We are looking for a talented Events Coordinator to join our team at Sofitel Phnom Penh. The candidate will be responsible for contributing to our hospitality & tourism operations in Siem Reap. Required skills include: khmer, hotel management, teamwork. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Housekeeping Supervisor,Ihg Hotels,Phnom Penh,Contract,Hospitality & Tourism,264.39,5640.98,2952.685,5376.59,USD,2,PhD,english; f&b service; khmer; teamwork,"We are looking for a talented Housekeeping Supervisor to join our team at IHG Hotels. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: english, f&b service, khmer. Minimum 2 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
BongThom,Retail Assistant,Chip Mong Retail,Battambang,Contract,Retail & Sales,,,,,,6,master,ms office; product knowledge; pos system; target driven; customer service; khmer; sales; communication,"We are looking for a talented Retail Assistant to join our team at Chip Mong Retail. The candidate will be responsible for contributing to our retail & sales operations in Battambang. Required skills include: ms office, product knowledge, pos system. Minimum 6 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Payroll Officer,Ey Cambodia,Phnom Penh,Full-time,Accounting & Audit,445,3748,2096.5,3303,USD,1,bachelor,khmer; financial reporting; tax law; quickbooks,"We are looking for a talented Payroll Officer to join our team at EY Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: khmer, financial reporting, tax law. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Barista,The Hive,Phnom Penh,Full-time,Food & Beverage,213,1268,740.5,1055,USD,3,high school,hygiene; barista skills,"We are looking for a talented Barista to join our team at The Hive. The candidate will be responsible for contributing to our food & beverage operations in Phnom Penh. Required skills include: hygiene, barista skills. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Branch Manager,Sathapana Bank,Phnom Penh,Contract,Banking & Finance,,,,,,3,master,khmer; sql; loan processing; english; excel,"We are looking for a talented Branch Manager to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: khmer, sql, loan processing. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Fleet Manager,Dhl Cambodia,Phnom Penh,Part-time,Logistics & Transport,279.02,2056.83,1167.925,1777.81,USD,4,master,excel; logistics; khmer; supply chain; inventory; erp; driving license; warehouse management,"We are looking for a talented Fleet Manager to join our team at DHL Cambodia. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: excel, logistics, khmer. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Full Stack Developer,Nssf Cambodia,Kandal,Contract,Technology & It,549,6150,3349.5,5601,USD,0,bachelor,php; java; git,"We are looking for a talented Full Stack Developer to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Kandal. Required skills include: php, java, git. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Network Engineer,Anz Royal,Phnom Penh,Contract,Technology & It,678,12879,6778.5,12201,USD,5,master,linux; node.js,"We are looking for a talented Network Engineer to join our team at ANZ Royal. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: linux, node.js. Minimum 5 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Truck Driver,Dhl Cambodia,Siem Reap,Full-time,Logistics & Transport,179.51,2473.17,1326.34,2293.66,USD,0,bachelor,english; supply chain; warehouse management; inventory; customs clearance; khmer; excel; driving license,"We are looking for a talented Truck Driver to join our team at DHL Cambodia. The candidate will be responsible for contributing to our logistics & transport operations in Siem Reap. Required skills include: english, supply chain, warehouse management. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Public Health Officer,Camtech,Sihanoukville,Freelance,Healthcare,383.17,6094.15,3238.66,5710.98,USD,3,bachelor,infection control; khmer; emr systems; first aid; empathy; communication,"We are looking for a talented Public Health Officer to join our team at CamTech. The candidate will be responsible for contributing to our healthcare operations in Sihanoukville. Required skills include: infection control, khmer, emr systems. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Events Coordinator,Amansara,Phnom Penh,Full-time,Hospitality & Tourism,399,5042,2720.5,4643,USD,6,bachelor,english; opera pms; f&b service,"We are looking for a talented Events Coordinator to join our team at Amansara. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: english, opera pms, f&b service. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Graphic Designer,Phnom Penh Post,Mondulkiri,Part-time,Media & Marketing,228.78,2430,1329.39,2201.22,USD,0,master,illustrator; canva; photoshop; google ads; facebook ads,"We are looking for a talented Graphic Designer to join our team at Phnom Penh Post. The candidate will be responsible for contributing to our media & marketing operations in Mondulkiri. Required skills include: illustrator, canva, photoshop. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Farm Supervisor,Mekong Agriculture,Phnom Penh,Full-time,Agriculture & Farming,156,1307,731.5,1151,USD,0,bachelor,crop management; teamwork; pest control; khmer; physical fitness; irrigation,"We are looking for a talented Farm Supervisor to join our team at Mekong Agriculture. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: crop management, teamwork, pest control. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Grants Manager,World Vision Cambodia,Phnom Penh,Freelance,Ngo & Development,,,,,,1,high school,advocacy; ms office; khmer; donor relations; community engagement; project management; report writing,"We are looking for a talented Grants Manager to join our team at World Vision Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Phnom Penh. Required skills include: advocacy, ms office, khmer. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Wash Officer,Oxfam Cambodia,Remote,Freelance,Ngo & Development,446,8159,4302.5,7713,USD,4,master,ms office; data collection; m&e; english; report writing; advocacy,"We are looking for a talented WASH Officer to join our team at Oxfam Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Remote. Required skills include: ms office, data collection, m&e. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Finance Manager,Kpmg Cambodia,Phnom Penh,Full-time,Accounting & Audit,410,5758,3084,5348,USD,2,bachelor,erp; excel; financial reporting; khmer; quickbooks; attention to detail; sage,"We are looking for a talented Finance Manager to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: erp, excel, financial reporting. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Early Childhood Educator,Ace Cambodia,Phnom Penh,Internship,Education & Training,219,2118,1168.5,1899,USD,0,high school,curriculum design; communication; classroom management; reporting; e-learning; khmer,"We are looking for a talented Early Childhood Educator to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: curriculum design, communication, classroom management. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,Process Engineer,Pactics Cambodia,Phnom Penh,Full-time,Manufacturing,155,703,429,548,USD,2,bachelor,khmer; quality control; report writing,"We are looking for a talented Process Engineer to join our team at Pactics Cambodia. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: khmer, quality control, 5s. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Packaging Worker,Pactics Cambodia,Siem Reap,Part-time,Manufacturing,191.95,978.29,585.12,786.34,USD,1,bachelor,lean manufacturing; physical fitness; quality control; inventory; machine operation; khmer; safety; teamwork,"We are looking for a talented Packaging Worker to join our team at Pactics Cambodia. The candidate will be responsible for contributing to our manufacturing operations in Siem Reap. Required skills include: lean manufacturing, physical fitness, quality control. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Garment Worker,Anacle Garment,Preah Vihear,Full-time,Garment & Textile,139,524,331.5,385,USD,1,bachelor,machine operation; sewing; production planning; khmer; attention to detail,"We are looking for a talented Garment Worker to join our team at Anacle Garment. The candidate will be responsible for contributing to our garment & textile operations in Preah Vihear. Required skills include: machine operation, sewing, production planning. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,It Support Officer,Smart Axiata,Kandal,Contract,Technology & It,787,10625,5706,9838,USD,3,PhD,docker; mongodb; sql; javascript; react; php; python,"We are looking for a talented IT Support Officer to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Kandal. Required skills include: docker, mongodb, sql. Minimum 3 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
CamHR,Software Developer,Sabay Digital,Mondulkiri,Full-time,Technology & It,,,,,,3,bachelor,linux; docker; python,"We are looking for a talented Software Developer to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Mondulkiri. Required skills include: linux, docker, python. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Backend Developer,Smart Axiata,Remote,Full-time,Technology & It,,,,,,3,master,aws; mysql; docker; mongodb; linux; java; flutter,"We are looking for a talented Backend Developer to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: aws, mysql, docker. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Compliance Officer,Lolc Cambodia,Battambang,Internship,Banking & Finance,,,,,,0,master,sql; customer service; financial modeling; credit analysis; loan processing; risk management,"We are looking for a talented Compliance Officer to join our team at LOLC Cambodia. The candidate will be responsible for contributing to our banking & finance operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: sql, customer service, financial modeling. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Ui/Ux Designer,Anz Royal,Siem Reap,Full-time,Technology & It,633,7761,4197,7128,USD,3,bachelor,aws; api development; mysql; php; linux; react,"We are looking for a talented UI/UX Designer to join our team at ANZ Royal. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: aws, api development, mysql. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Production Planner,United Garment,Kratié,Full-time,Garment & Textile,176,749,462.5,573,USD,1,high school,quality inspection; machine operation; pattern making; attention to detail; teamwork,"We are looking for a talented Production Planner to join our team at United Garment. The candidate will be responsible for contributing to our garment & textile operations in Kratié. Required skills include: quality inspection, machine operation, pattern making. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Network Engineer,Smart Axiata,Phnom Penh,Full-time,Technology & It,565,5257,2911,4692,USD,0,high school,javascript; git; docker; api development; java; node.js; mysql; php,"We are looking for a talented Network Engineer to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: javascript, git, docker. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,F&B Attendant,Heritage Suites,Takeo,Internship,Hospitality & Tourism,322,3939,2130.5,3617,USD,0,bachelor,event management; teamwork,"We are looking for a talented F&B Attendant to join our team at Heritage Suites. The candidate will be responsible for contributing to our hospitality & tourism operations in Takeo. This is an internship opportunity suitable for fresh graduates. Required skills include: event management, teamwork. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
